StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Intent | Friday_1,Intent | Friday_2,Intent | Friday_3,Intent | Museum_1,Intent | Museum_2,Intent | Museum_3,Intent | Sick_1,Intent | Sick_2,Intent | Sick_3,Intent | WYD_1,Intent | WYD_2,Intent | WYD_3,Intent | Bored_1,Intent | Bored_2,Intent | Bored_3,Intent | Missed Show_1,Intent | Missed Show_2,Intent | Missed Show_3,Intent | Oolong Tea_1,Intent | Oolong Tea_2,Intent | Oolong Tea_3,Intent | Lunch_1,Intent | Lunch_2,Intent | Lunch_3,Intent | Common Room_1,Intent | Common Room_2,Intent | Common Room_3,Intent | Party_1,Intent | Party_2,Intent | Party_3,Text | Friendship,Text | Friendship_DO,P(Text | Friendship)_1,P(Text | Friendship)_2,P(Text | Friendship)_3,P(Text | Friendship)_4,P(Text | Friendship)_5,P(Text | Friendship)_6,P(Text | Friendship)_7,P(Text | Friendship)_8,P(Text | Friendship)_9,P(Text | Friendship)_10,P(Text | Friendship)_DO,Text | Relationship,Text | Relationship_DO,P(Text|Relationship)_1,P(Text|Relationship)_2,P(Text|Relationship)_3,P(Text|Relationship)_4,P(Text|Relationship)_5,P(Text|Relationship)_6,P(Text|Relationship)_7,P(Text|Relationship)_8,P(Text|Relationship)_9,P(Text|Relationship)_10,P(Text|Relationship)_DO,Text | Hookup,Text | Hookup_DO,P(Text | Hookup)_1,P(Text | Hookup)_2,P(Text | Hookup)_3,P(Text | Hookup)_4,P(Text | Hookup)_5,P(Text | Hookup)_6,P(Text | Hookup)_7,P(Text | Hookup)_8,P(Text | Hookup)_9,P(Text | Hookup)_10,P(Text | Hookup)_DO,Race,Gender,Sexuality,Sexuality_6_TEXT,Age,Major,FL_6_DO,Intent|Behavior_DO
2022-12-15 17:02:43,2022-12-15 17:06:28,0,98.255.152.143,100,225,1,2022-12-15 17:06:28,R_urCdMyZsIDSwQ4V,,,,38.6283,-121.3307,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,3,5,7,8,10",2|4|10|7|9|3|1|8|5|6,,3,3,,5,,7,8,,5,5|7|3|10|2|8,"1,2,6",1|3|8|5|6|9|2|7|4|10,8,8,,,,5,,,,,2|1|6,"4,9",10|1|6|7|9|2|5|8|4|3,,,,7,,,,,6,,4|9,6,2,1,,20,3,Behavior|Intent,
2022-12-15 16:51:46,2022-12-15 17:06:48,0,65.112.8.21,100,902,1,2022-12-15 17:06:49,R_ujH9wybdJBamg0N,,,,42.3737,-71.1284,anonymous,EN,0,3,7,1,9,0,3,7,0,0,0,10,0,3,7,0,3,7,4,5,1,5,5,0,0,1,9,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,21,3,Intent|Behavior,Intent | Oolong Tea|Intent | Party|Intent | Museum|Intent | Sick|Intent | Missed Show|Intent | Lunch|Intent | Common Room|Intent | WYD|Intent | Friday|Intent | Bored
2022-12-15 10:08:28,2022-12-15 17:06:48,0,65.112.8.17,100,25100,1,2022-12-15 17:06:49,R_2QQ9WlGI2QVihUh,,,,42.3737,-71.1284,anonymous,EN,2,2,6,2,8,0,6,4,0,0,0,10,2,2,6,0,3,7,1,6,3,4,6,0,0,1,9,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,21,3,Intent|Behavior,Intent | Missed Show|Intent | Sick|Intent | Museum|Intent | Common Room|Intent | WYD|Intent | Party|Intent | Bored|Intent | Lunch|Intent | Friday|Intent | Oolong Tea
2022-12-15 17:02:12,2022-12-15 17:07:04,0,73.73.54.197,100,291,1,2022-12-15 17:07:04,R_1JPexoxtSp5lriO,,,,41.792,-88.166,anonymous,EN,4,6,9,8,3,1,9,4,0,3,3,8,1,4,7,1,4,7,8,4,0,8,3,0,3,0,8,7,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,21,3,Intent|Behavior,Intent | WYD|Intent | Lunch|Intent | Museum|Intent | Party|Intent | Friday|Intent | Oolong Tea|Intent | Sick|Intent | Common Room|Intent | Bored|Intent | Missed Show
2022-12-15 15:32:00,2022-12-15 17:19:02,0,65.112.8.60,100,6421,1,2022-12-15 17:19:02,R_3q8yUrmpGuba1xO,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,3,6,7,8,10",10|5|9|1|2|7|8|6|4|3,,7,3,,,5,6,9,,1,6|10|3|2|8|7,1,2|3|8|1|7|4|6|5|9|10,3,,,,,,,,,,1,"4,5,9",8|5|7|9|10|2|6|4|3|1,,,,1,8,,,,0,,4|5|9,4,3,4,,19,"3,4",Behavior|Intent,
2022-12-15 10:30:00,2022-12-15 17:47:30,0,76.113.178.12,100,26250,1,2022-12-15 17:47:30,R_WpUc4mmEUsVhnUd,,,,44.7601,-93.2748,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5,8,10",10|1|9|5|6|8|3|2|7|4,,,,9,9,,,5,,5,4|5|8|10,"1,2,9",4|6|8|3|9|5|10|7|1|2,1,4,,,,,,,0,,9|2|1,"4,5,9",2|7|1|3|8|9|4|6|5|10,,,,6,2,,,,0,,5|4|9,2,2,1,,20,3,Behavior|Intent,
2022-12-15 17:45:24,2022-12-15 17:48:33,0,128.103.24.19,100,188,1,2022-12-15 17:48:33,R_20Md4Wc1pW6sxwt,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,6,7,10",3|7|10|2|4|8|6|9|5|1,,,8,,,9,9,,,7,7|3|10|6,"2,3,6,7,8,9,10",3|2|4|7|6|5|10|9|8|1,,8,10,,,9,10,7,9,10,9|3|2|6|7|8|10,"1,3,4,5,7,9,10",9|5|6|3|1|8|10|4|2|7,9,,9,8,8,,10,,10,0,5|9|1|4|10|7|3,"1,4",2,4,,22,"2,3",Behavior|Intent,
2022-12-15 17:50:33,2022-12-15 17:53:23,0,65.112.8.30,100,169,1,2022-12-15 17:53:23,R_1FRMVaRQbk7SV5C,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,6,8",5|9|10|7|2|6|4|1|3|8,,7,,,,4,,4,,,6|2|8,"2,8,9,10",2|10|4|3|7|8|9|6|5|1,,5,,,,,,3,1,2,9|10|8|2,"4,8,9,10",1|4|3|7|6|8|10|2|9|5,,,,4,,,,1,6,2,9|8|4|10,1,2,4,,19,"3,4",Behavior|Intent,
2022-12-15 17:51:19,2022-12-15 17:54:31,0,1.64.158.14,100,192,1,2022-12-15 17:54:32,R_PCl6LVe4wRkTiud,,,,22.2908,114.1501,anonymous,EN,1,1,8,7,7,1,8,4,1,8,2,5,1,1,7,1,1,7,9,1,3,8,1,1,1,1,9,8,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,20,"2,3",Intent|Behavior,Intent | WYD|Intent | Friday|Intent | Oolong Tea|Intent | Party|Intent | Museum|Intent | Bored|Intent | Lunch|Intent | Missed Show|Intent | Sick|Intent | Common Room
2022-12-15 17:54:06,2022-12-15 17:59:11,0,66.31.40.135,100,304,1,2022-12-15 17:59:11,R_3CURHsttq2Awk0W,,,,42.3907,-71.1349,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,3,4,6,7,8,10",9|5|4|7|6|8|10|3|1|2,,5,7,4,,6,2,2,,4,6|10|8|3|7|4|2,"2,3,4,7,9",5|6|1|8|7|9|3|4|2|10,,8,6,7,,,4,,3,,2|4|3|7|9,"4,9",3|8|2|7|6|10|1|9|5|4,,,,9,,,,,9,,9|4,4,2,1,,21,3,Behavior|Intent,
2022-12-15 17:30:04,2022-12-15 18:02:25,0,107.115.17.69,100,1940,1,2022-12-15 18:02:25,R_2wKqwgKmn4caxve,,,,42.3562,-71.0631,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,3,5,8,10",3|2|8|6|10|7|9|1|4|5,,6,10,,4,,,7,,10,10|5|2|3|8,"2,3,7,8,10",6|4|3|2|5|8|1|10|9|7,,9,10,,,,8,8,,10,8|3|10|7|2,"4,5",4|2|6|5|1|7|3|10|9|8,,,,8,7,,,,,,5|4,4,2,1,,21,"2,3",Behavior|Intent,
2022-12-15 18:01:56,2022-12-15 18:04:45,0,24.62.177.226,100,169,1,2022-12-15 18:04:45,R_2ZCS0x6nghSL9EI,,,,42.3907,-71.1349,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,6,8,10",6|3|9|1|7|5|8|2|4|10,,0,,,,0,,0,,0,6|2|10|8,"2,3,4,7,9",1|5|3|10|2|4|7|9|8|6,,0,0,0,,,0,,0,,9|7|2|4|3,"1,4,5,10",7|1|5|9|3|6|2|10|4|8,0,,,0,0,,,,,0,5|10|1|4,1,1,1,,23,1,Behavior|Intent,
2022-12-15 18:13:09,2022-12-15 18:21:28,0,65.112.8.58,100,498,1,2022-12-15 18:21:28,R_BwWVVdfWm1scf6h,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2,3,6,7",5|9|10|3|7|2|8|4|6|1,5,9,6,,,7,9,,,,2|6|1|7|3,"1,2,3,8,9",10|3|8|1|5|4|2|6|9|7,6,8,5,,,,,7,4,,3|1|8|9|2,"1,4,5,9",6|2|8|4|9|3|5|1|10|7,6,,,4,2,,,,6,,4|9|1|5,4,1,1,,21,3,Behavior|Intent,
2022-12-15 18:20:00,2022-12-15 18:22:30,0,5.181.234.102,100,150,1,2022-12-15 18:22:31,R_3HBWeOW7Mn0W0rf,,,,40.7157,-74,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,3,5,6,7,8,10",9|4|7|8|5|10|6|3|2|1,,5,9,,6,9,10,6,,9,8|6|3|5|10|2|7,"1,2,4,6",8|2|6|10|7|3|9|4|1|5,10,10,,10,,8,,,,,1|4|2|6,4,6|2|3|5|9|1|10|4|8|7,,,,10,,,,,,,4,4,1,1,,22,3,Behavior|Intent,
2022-12-15 18:45:33,2022-12-15 18:48:10,0,174.67.210.80,100,157,1,2022-12-15 18:48:11,R_28YgBoXn44XCsu3,,,,33.6907,-117.8173,anonymous,EN,2,9,5,6,8,0,8,1,0,4,0,9,2,9,5,0,0,0,9,1,0,9,1,0,4,6,6,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,,19,3,Intent|Behavior,Intent | Friday|Intent | Party|Intent | Bored|Intent | Sick|Intent | Lunch|Intent | Museum|Intent | Missed Show|Intent | WYD|Intent | Oolong Tea|Intent | Common Room
2022-12-15 19:00:10,2022-12-15 19:04:28,0,65.112.8.21,100,258,1,2022-12-15 19:04:28,R_2eRMCq8lpkqUCUW,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,7",10|1|9|4|7|2|3|8|6|5,,,,,,6,2,,,,7|6,"2,4,6,7,8,10",1|4|9|3|5|8|6|2|7|10,,8,,2,,4,3,4,,5,10|4|7|8|2|6,"1,4",6|7|3|8|10|5|2|4|9|1,5,,,7,,,,,,,1|4,4,2,1,,21,3,Behavior|Intent,
2022-12-15 18:51:21,2022-12-15 19:05:57,0,107.122.189.24,100,876,1,2022-12-15 19:05:58,R_3KTHxjh0U78TEwN,,,,42.2903,-71.0798,anonymous,EN,5,10,0,6,8,0,8,2,0,2,4,9,0,10,3,5,10,0,6,6,3,8,4,0,1,6,10,8,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,20,3,Intent|Behavior,Intent | WYD|Intent | Party|Intent | Common Room|Intent | Oolong Tea|Intent | Bored|Intent | Lunch|Intent | Missed Show|Intent | Friday|Intent | Sick|Intent | Museum
2022-12-15 19:13:57,2022-12-15 19:16:30,0,173.48.47.230,100,153,1,2022-12-15 19:16:31,R_2RTU3VqcaGi2fbi,,,,42.3935,-71.1836,anonymous,EN,4,6,2,10,7,1,7,8,3,5,7,9,7,6,8,6,3,1,4,6,3,8,8,1,6,4,7,7,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,,21,"2,3",Intent|Behavior,Intent | Bored|Intent | Oolong Tea|Intent | Party|Intent | Lunch|Intent | WYD|Intent | Common Room|Intent | Missed Show|Intent | Friday|Intent | Sick|Intent | Museum
2022-12-15 19:18:21,2022-12-15 19:21:26,0,24.91.6.30,100,185,1,2022-12-15 19:21:27,R_3isgD3gzX6Jy8ZX,,,,42.3649,-71.0987,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,3,6,8",8|7|4|2|5|3|6|10|9|1,,10,5,,,2,,4,,,2|6|8|3,"2,3,4,5,6,9",3|8|9|2|6|7|4|10|1|5,,9,7,2,9,6,,,5,,2|6|9|4|5|3,"1,4,5,7,9,10",5|3|7|9|10|8|2|6|1|4,3,,,3,7,,4,,5,7,9|5|4|7|1|10,"1,4",2,4,,22,"2,3",Behavior|Intent,
2022-12-15 19:24:17,2022-12-15 19:28:06,0,66.30.118.45,100,229,1,2022-12-15 19:28:07,R_3sbv5wj0BxIm84W,,,,42.3907,-71.1349,anonymous,EN,4,6,8,9,9,5,9,2,2,5,3,10,6,2,9,7,5,4,9,7,3,8,5,3,5,6,7,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,,22,3,Intent|Behavior,Intent | Lunch|Intent | Common Room|Intent | Missed Show|Intent | Friday|Intent | Bored|Intent | Museum|Intent | WYD|Intent | Sick|Intent | Oolong Tea|Intent | Party
2022-12-15 19:25:25,2022-12-15 19:28:40,0,67.134.204.77,100,194,1,2022-12-15 19:28:40,R_2CVwDUYoZwNszZz,,,,42.3737,-71.1284,anonymous,EN,0,10,9,0,8,0,9,9,0,3,0,9,10,0,0,0,0,10,4,6,0,10,7,0,2,5,10,5,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,21,3,Intent|Behavior,Intent | Oolong Tea|Intent | Party|Intent | Common Room|Intent | Friday|Intent | Lunch|Intent | Missed Show|Intent | Museum|Intent | Sick|Intent | Bored|Intent | WYD
2022-12-15 19:37:41,2022-12-15 19:41:13,0,70.110.137.162,100,211,1,2022-12-15 19:41:13,R_3JzpOFqJhOTOPmH,,,,40.0022,-75.3008,anonymous,EN,1,2,7,5,5,0,7,3,0,2,1,7,3,5,2,9,1,0,8,2,0,8,2,0,4,1,5,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,19,3,Intent|Behavior,Intent | Missed Show|Intent | Common Room|Intent | Lunch|Intent | Bored|Intent | Museum|Intent | Party|Intent | WYD|Intent | Sick|Intent | Oolong Tea|Intent | Friday
2022-12-15 19:48:54,2022-12-15 19:54:13,0,71.105.160.71,100,318,1,2022-12-15 19:54:13,R_1dbDrERWpjmozvl,,,,40.7915,-73.6924,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,3",6|3|2|8|7|5|1|4|10|9,,4,8,,,,,,,,2|3,"1,5,6,7",9|6|3|7|8|4|5|2|1|10,8,,,,1,6,2,,,,1|5|7|6,"5,9",7|10|5|8|4|6|9|2|1|3,,,,,6,,,,1,,9|5,1,1,1,,21,3,Behavior|Intent,
2022-12-15 19:56:36,2022-12-15 20:01:55,0,74.101.206.92,100,319,1,2022-12-15 20:01:56,R_2wcBCRgi7Guxnyu,,,,40.7683,-73.9802,anonymous,EN,0,10,1,8,9,1,10,7,3,3,2,10,10,2,10,8,3,8,10,7,1,10,2,0,2,10,7,10,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,,20,"2,3",Intent|Behavior,Intent | Missed Show|Intent | Party|Intent | Common Room|Intent | Bored|Intent | Oolong Tea|Intent | Sick|Intent | Museum|Intent | Friday|Intent | WYD|Intent | Lunch
2022-12-15 20:00:07,2022-12-15 20:03:19,0,67.87.102.77,100,192,1,2022-12-15 20:03:19,R_0uIIEmvx0mszNhT,,,,40.8785,-72.9538,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,3,8",3|9|8|6|5|10|2|1|7|4,,9,8,,,,,6,,,8|3|2,"2,3,6,7,8",10|8|3|4|9|5|7|2|6|1,,9,9,,,6,8,7,,,7|8|6|2|3,"4,5",5|4|3|1|7|6|8|2|9|10,,,,8,6,,,,,,4|5,1,2,1,,19,2,Behavior|Intent,
2022-12-15 20:00:42,2022-12-15 20:03:55,0,65.112.8.18,100,192,1,2022-12-15 20:03:55,R_1o1fydaJ4DwCVOG,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,3,6,7,8",6|10|5|7|3|4|8|1|2|9,,1,2,,,9,6,7,,,7|2|6|3|8,"1,2,3,4,5,6,7,8,9,10",7|6|2|9|4|1|3|5|10|8,10,10,6,5,5,6,8,6,9,6,7|3|8|10|4|1|9|5|6|2,"4,5,9",6|5|7|3|9|2|10|1|4|8,,,,10,10,,,,4,,9|5|4,4,2,1,,21,3,Behavior|Intent,
2022-12-15 19:29:29,2022-12-15 20:06:25,0,65.112.8.16,100,2215,1,2022-12-15 20:06:25,R_0eLnpGIvpxWOFK9,,,,42.3737,-71.1284,anonymous,EN,4,6,10,6,7,0,8,4,0,5,2,7,10,0,1,7,7,7,8,3,0,9,0,1,3,1,7,9,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,queer,22,2,Intent|Behavior,Intent | Friday|Intent | Lunch|Intent | WYD|Intent | Sick|Intent | Missed Show|Intent | Oolong Tea|Intent | Museum|Intent | Bored|Intent | Party|Intent | Common Room
2022-12-15 20:00:28,2022-12-15 20:06:31,0,65.112.8.59,100,362,1,2022-12-15 20:06:32,R_31MAW3FMpGnLDPw,,,,42.3737,-71.1284,anonymous,EN,2,6,9,6,4,5,7,4,0,3,1,9,8,1,5,7,2,4,8,2,2,8,1,0,5,1,3,7,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,20,4,Intent|Behavior,Intent | Museum|Intent | Lunch|Intent | Sick|Intent | Common Room|Intent | Bored|Intent | Party|Intent | Friday|Intent | Missed Show|Intent | WYD|Intent | Oolong Tea
2022-12-15 20:09:24,2022-12-15 20:11:43,0,18.29.20.5,100,139,1,2022-12-15 20:11:43,R_2f8Q3VvxuEiFw0O,,,,42.3649,-71.0987,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,3,6,7,8",4|3|5|8|1|9|2|10|7|6,,8,10,,,2,5,6,,,8|6|7|2|3,"1,4,9,10",9|5|4|8|7|2|6|3|1|10,10,,,9,,,,,6,3,9|10|1|4,"1,4,5",3|4|10|7|1|2|9|8|6|5,6,,,10,5,,,,,,1|4|5,4,1,3,,22,"2,4",Behavior|Intent,
2022-12-15 20:09:43,2022-12-15 20:12:35,0,98.18.64.167,100,172,1,2022-12-15 20:12:36,R_RDXOWVO0UgVEJLr,,,,40.5899,-98.3914,anonymous,EN,2,8,5,4,8,0,9,1,0,3,7,5,6,4,2,5,4,0,8,5,0,9,0,0,0,5,7,7,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,21,3,Intent|Behavior,Intent | WYD|Intent | Lunch|Intent | Party|Intent | Bored|Intent | Sick|Intent | Missed Show|Intent | Oolong Tea|Intent | Museum|Intent | Common Room|Intent | Friday
