P(Friday|Relationship),P(Museum|Relationship),P(Sick|Relationship),P(WYD|Relationship),P(Bored|Relationship),P(Missed Show|Relationship),P(Oolong Tea|Relationship),P(Lunch|Relationship),P(Common Room|Relationship),P(Party|Relationship),P(Friday|Friendship),P(Museum|Friendship),P(Sick|Friendship),P(WYD|Friendship),P(Bored|Friendship),P(Missed Show|Friendship),P(Oolong Tea|Friendship),P(Lunch|Friendship),P(Common Room|Friendship),P(Party|Friendship),P(Friday|Hookup),P(Museum|Hookup),P(Sick|Hookup),P(WYD|Hookup),P(Bored|Hookup),P(Missed Show|Hookup),P(Oolong Tea|Hookup),P(Lunch|Hookup),P(Common Room|Hookup),P(Party|Hookup),Race,Major,Gender,Sexuality,Age
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[1],[3],2,1,20
0.3181818181818182,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.3181818181818182,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.3076923076923077,0.15384615384615385,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.0,0.0,0.0,0.4375,0.0,[4],[3],2,1,20
0.09523809523809523,0.16666666666666666,0.11904761904761904,0.21428571428571427,0.0,0.14285714285714285,0.0,0.0,0.07142857142857142,0.19047619047619047,0.0,0.13333333333333333,0.3,0.0,0.0,0.23333333333333334,0.06666666666666667,0.26666666666666666,0.0,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.25925925925925924,0.0,0.0,0.0,0.14814814814814814,0.14814814814814814,[1],[4],3,4,23
0.0,0.5294117647058824,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11940298507462686,0.11940298507462686,0.14925373134328357,0.1044776119402985,0.0,0.13432835820895522,0.13432835820895522,0.13432835820895522,0.0,0.1044776119402985,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.25,[6],[2],2,4,21
0.18421052631578946,0.2631578947368421,0.18421052631578946,0.0,0.0,0.15789473684210525,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.18867924528301888,0.0,0.18867924528301888,0.16981132075471697,0.0,0.18867924528301888,0.1509433962264151,0.11320754716981132,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,[1],"[1, 2, 4]",2,4,19
0.0,0.0,0.1,0.05,0.0,0.0,0.5,0.0,0.35,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.2564102564102564,0.0,0.2564102564102564,0.0,0.2564102564102564,0.0,0.0,0.0,0.47368421052631576,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,[4],[3],2,1,20
0.2,0.23333333333333334,0.3,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.15789473684210525,0.0,0.0,0.18421052631578946,0.07894736842105263,0.0,0.21052631578947367,0.0,0.21052631578947367,0.15789473684210525,[1],[4],1,1,20
0.2564102564102564,0.23076923076923078,0.20512820512820512,0.10256410256410256,0.0,0.20512820512820512,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.17777777777777778,0.0,0.0,0.2,0.2222222222222222,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.3125,0.25,0.0,0.0,0.0,0.3125,0.125,[4],[3],1,1,21
0.175,0.1,0.0,0.175,0.0,0.0,0.0,0.125,0.25,0.175,0.0,0.08333333333333333,0.125,0.0,0.08333333333333333,0.16666666666666666,0.14583333333333334,0.20833333333333334,0.0,0.1875,0.21212121212121213,0.0,0.0,0.2727272727272727,0.21212121212121213,0.0,0.0,0.0,0.30303030303030304,0.0,[1],[3],2,4,18
0.11428571428571428,0.17142857142857143,0.22857142857142856,0.0,0.0,0.0,0.22857142857142856,0.0,0.02857142857142857,0.22857142857142856,0.0,0.11764705882352941,0.17647058823529413,0.0,0.0,0.35294117647058826,0.0,0.35294117647058826,0.0,0.0,0.3333333333333333,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.16666666666666666,0.25,[4],[3],1,1,21
0.0,0.0,0.36,0.0,0.08,0.28,0.0,0.28,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.3157894736842105,0.0,0.0,0.3684210526315789,0.0,0.0,0.4166666666666667,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,[1],[3],1,1,21
0.0,0.1590909090909091,0.18181818181818182,0.11363636363636363,0.1590909090909091,0.0,0.0,0.1590909090909091,0.06818181818181818,0.1590909090909091,0.0,0.125,0.16666666666666666,0.0,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.125,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,[4],[3],2,1,19
0.0,0.11904761904761904,0.16666666666666666,0.0,0.11904761904761904,0.09523809523809523,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.19230769230769232,0.0,0.19230769230769232,0.11538461538461539,0.19230769230769232,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1, 4]",[3],1,1,20
0.35714285714285715,0.0,0.0,0.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,[4],[3],2,4,22
0.15789473684210525,0.21052631578947367,0.13157894736842105,0.0,0.02631578947368421,0.21052631578947367,0.2631578947368421,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.25,0.0,0.14285714285714285,0.0,0.0,0.0,0.3,0.4,0.0,0.0,0.0,0.3,0.0,"[1, 6]","[1, 2]",2,4,22
0.0,0.3125,0.25,0.0,0.0,0.1875,0.25,0.0,0.0,0.0,0.0,0.30434782608695654,0.0,0.0,0.0,0.34782608695652173,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.07692307692307693,0.0,0.0,0.0,0.6153846153846154,0.0,[1],[4],1,1,23
0.16279069767441862,0.20930232558139536,0.18604651162790697,0.0,0.0,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.0,0.0,0.0,0.2222222222222222,0.2962962962962963,0.0,0.0,0.25925925925925924,0.0,0.14814814814814814,0.0,0.07407407407407407,0.3333333333333333,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,"[1, 4]","[2, 3]",2,5,22
0.2,0.15555555555555556,0.2222222222222222,0.0,0.0,0.17777777777777778,0.0,0.1111111111111111,0.0,0.13333333333333333,0.0,0.0,0.3076923076923077,0.07692307692307693,0.0,0.2692307692307692,0.0,0.23076923076923078,0.0,0.11538461538461539,0.0,0.0,0.0,0.3076923076923077,0.38461538461538464,0.0,0.0,0.0,0.3076923076923077,0.0,"[1, 6]","[2, 3]",1,1,21
0.0,0.15555555555555556,0.2,0.0,0.13333333333333333,0.2222222222222222,0.13333333333333333,0.0,0.0,0.15555555555555556,0.0,0.0,0.34782608695652173,0.0,0.0,0.43478260869565216,0.0,0.0,0.0,0.21739130434782608,0.2692307692307692,0.0,0.0,0.15384615384615385,0.3076923076923077,0.0,0.0,0.0,0.2692307692307692,0.0,[4],"[2, 3]",2,1,21
0.38095238095238093,0.38095238095238093,0.0,0.0,0.0,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0967741935483871,0.0,0.16129032258064516,0.0,0.22580645161290322,0.25806451612903225,0.0,0.16129032258064516,0.0,0.0,0.0,0.5384615384615384,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,[6],[3],2,1,20
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22580645161290322,0.0967741935483871,0.0,0.0,0.16129032258064516,0.1935483870967742,0.2903225806451613,0.0,0.03225806451612903,0.0,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,[4],"[3, 4]",3,4,19
0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32142857142857145,0.32142857142857145,0.0,0.0,0.17857142857142858,0.0,0.17857142857142858,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,[2],[3],2,1,20
0.0,0.12698412698412698,0.15873015873015872,0.0,0.0,0.14285714285714285,0.15873015873015872,0.1111111111111111,0.14285714285714285,0.15873015873015872,0.0,0.0,0.24242424242424243,0.0,0.0,0.2727272727272727,0.2727272727272727,0.0,0.0,0.21212121212121213,0.16666666666666666,0.0,0.16666666666666666,0.14814814814814814,0.14814814814814814,0.0,0.18518518518518517,0.0,0.18518518518518517,0.0,"[1, 4]","[2, 3]",2,4,22
0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.0,0.4666666666666667,0.0,0.0,0.0,0.26666666666666666,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.07692307692307693,0.46153846153846156,0.15384615384615385,[1],"[3, 4]",2,4,19
0.0,0.2857142857142857,0.21428571428571427,0.25,0.0,0.0,0.14285714285714285,0.0,0.10714285714285714,0.0,0.0,0.16666666666666666,0.23333333333333334,0.13333333333333333,0.0,0.2,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,[4],[3],2,1,21
0.0,0.2,0.2222222222222222,0.0,0.0,0.0,0.17777777777777778,0.17777777777777778,0.0,0.2222222222222222,0.0,0.16216216216216217,0.2702702702702703,0.0,0.10810810810810811,0.0,0.0,0.1891891891891892,0.0,0.2702702702702703,0.0,0.0,0.0,0.5333333333333333,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,[4],"[2, 3]",2,1,21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[1],[1],1,1,23
0.2,0.26666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.23333333333333334,0.13333333333333333,0.0,0.1388888888888889,0.25,0.16666666666666666,0.0,0.0,0.19444444444444445,0.25,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.0,[4],[3],1,1,21
0.2631578947368421,0.2631578947368421,0.0,0.2631578947368421,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.09259259259259259,0.16666666666666666,0.0,0.1111111111111111,0.16666666666666666,0.18518518518518517,0.1111111111111111,0.0,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,[4],[3],1,1,22
0.0,0.3076923076923077,0.0,0.07692307692307693,0.0,0.15384615384615385,0.11538461538461539,0.15384615384615385,0.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,[4],[3],2,1,21
0.0,0.23684210526315788,0.18421052631578946,0.05263157894736842,0.23684210526315788,0.15789473684210525,0.0,0.0,0.13157894736842105,0.0,0.0,0.47619047619047616,0.23809523809523808,0.0,0.0,0.09523809523809523,0.0,0.19047619047619047,0.0,0.0,0.10344827586206896,0.0,0.0,0.10344827586206896,0.2413793103448276,0.0,0.13793103448275862,0.0,0.1724137931034483,0.2413793103448276,"[1, 4]","[2, 3]",2,4,22
0.47058823529411764,0.0,0.0,0.0,0.058823529411764705,0.35294117647058826,0.11764705882352941,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.14285714285714285,0.0,[1],[3],1,1,21
0.0,0.23076923076923078,0.23076923076923078,0.0,0.0,0.15384615384615385,0.20512820512820512,0.1794871794871795,0.0,0.0,0.0,0.391304347826087,0.34782608695652173,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,[1],[2],2,1,19
0.14084507042253522,0.14084507042253522,0.08450704225352113,0.07042253521126761,0.07042253521126761,0.08450704225352113,0.11267605633802817,0.08450704225352113,0.1267605633802817,0.08450704225352113,0.0,0.04,0.08,0.0,0.0,0.36,0.24,0.28,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.4166666666666667,0.0,0.0,0.0,0.16666666666666666,0.0,[4],[3],2,1,21
0.35714285714285715,0.0,0.0,0.32142857142857145,0.0,0.0,0.0,0.0,0.21428571428571427,0.10714285714285714,0.0,0.25806451612903225,0.3225806451612903,0.0,0.0,0.06451612903225806,0.16129032258064516,0.1935483870967742,0.0,0.0,0.2857142857142857,0.0,0.0,0.47619047619047616,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,[4],"[2, 4]",1,3,22
0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.1,0.0,0.05,0.0,0.2,0.0,0.4,0.0,0.25,0.15,0.0,0.0,0.5,0.35,0.0,0.0,0.0,0.0,0.0,[2],[4],2,1,21
0.0,0.2727272727272727,0.0,0.06060606060606061,0.09090909090909091,0.30303030303030304,0.0,0.0,0.030303030303030304,0.24242424242424243,0.0,0.0,0.21212121212121213,0.0,0.09090909090909091,0.0,0.2727272727272727,0.30303030303030304,0.0,0.12121212121212122,0.0,0.0,0.0,0.0625,0.375,0.0,0.0,0.0,0.5625,0.0,"[1, 6]",[3],1,3,20
0.4,0.28,0.0,0.12,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.2857142857142857,0.32142857142857145,0.0,0.21428571428571427,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.36,0.0,"[1, 2, 4]",[3],1,1,19
0.0,0.13157894736842105,0.0,0.21052631578947367,0.21052631578947367,0.23684210526315788,0.0,0.0,0.0,0.21052631578947367,0.0,0.20512820512820512,0.15384615384615385,0.0,0.0,0.23076923076923078,0.10256410256410256,0.05128205128205128,0.1282051282051282,0.1282051282051282,0.0,0.0,0.0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,[4],[3],2,1,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.4375,0.0,0.0,0.0,0.0,0.0,0.5882352941176471,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,[4],"[3, 4]",2,1,19
0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25925925925925924,0.0,0.0,0.2222222222222222,0.0,0.3333333333333333,0.0,0.18518518518518517,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,[1],[2],1,3,20
0.0,0.28125,0.25,0.21875,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.19230769230769232,0.07692307692307693,0.19230769230769232,0.0,0.0,0.3076923076923077,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.18181818181818182,0.18181818181818182,"[1, 6]",[3],1,1,20
0.25,0.5625,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3333333333333333,0.0,0.03333333333333333,0.23333333333333334,0.0,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,[2],[4],2,4,19
0.0,0.15,0.2,0.05,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.25,0.0,0.125,0.0,0.0,0.5,0.0,0.125,0.05714285714285714,0.0,0.17142857142857143,0.11428571428571428,0.0,0.11428571428571428,0.0,0.11428571428571428,0.17142857142857143,0.2571428571428571,"[1, 4, 7]",[3],1,1,22
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.4166666666666667,0.0,0.3333333333333333,0.0,0.0,[1],[2],2,1,22
0.13636363636363635,0.18181818181818182,0.1590909090909091,0.06818181818181818,0.0,0.13636363636363635,0.09090909090909091,0.11363636363636363,0.11363636363636363,0.0,0.0,0.0,0.08333333333333333,0.20833333333333334,0.16666666666666666,0.125,0.08333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.2413793103448276,0.20689655172413793,0.0,0.0,0.1724137931034483,0.2413793103448276,0.13793103448275862,"[4, 5]","[3, 4]",2,2,20
0.0,0.4,0.32,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.38095238095238093,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[1],[1],3,2,21
0.17543859649122806,0.17543859649122806,0.14035087719298245,0.12280701754385964,0.0,0.14035087719298245,0.0,0.017543859649122806,0.05263157894736842,0.17543859649122806,0.0,0.0,0.19607843137254902,0.0784313725490196,0.0,0.19607843137254902,0.19607843137254902,0.19607843137254902,0.0,0.13725490196078433,0.23255813953488372,0.0,0.0,0.09302325581395349,0.23255813953488372,0.0,0.0,0.0,0.23255813953488372,0.20930232558139536,[1],[3],2,4,21
0.20588235294117646,0.0,0.2647058823529412,0.0,0.0,0.2647058823529412,0.0,0.2647058823529412,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.43478260869565216,0.0,0.0,0.30434782608695654,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4]","[3, 4]",2,1,20
0.0,0.15384615384615385,0.2564102564102564,0.0,0.0,0.2564102564102564,0.20512820512820512,0.0,0.0,0.1282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.0,0.23076923076923078,0.20512820512820512,0.0,0.0,0.2564102564102564,0.20512820512820512,0.0,0.0,0.0,0.15384615384615385,0.1794871794871795,[6],[3],1,3,21
0.14925373134328357,0.1044776119402985,0.08955223880597014,0.05970149253731343,0.07462686567164178,0.1044776119402985,0.08955223880597014,0.08955223880597014,0.14925373134328357,0.08955223880597014,0.0,0.19607843137254902,0.11764705882352941,0.0,0.11764705882352941,0.11764705882352941,0.13725490196078433,0.19607843137254902,0.0,0.11764705882352941,0.0,0.0,0.0,0.30303030303030304,0.21212121212121213,0.0,0.0,0.0,0.2727272727272727,0.21212121212121213,[1],[4],2,1,22
0.0,0.0,0.0,0.25925925925925924,0.0,0.2962962962962963,0.0,0.0,0.14814814814814814,0.2962962962962963,0.0,0.2962962962962963,0.0,0.0,0.0,0.0,0.25925925925925924,0.25925925925925924,0.0,0.18518518518518517,0.3333333333333333,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,[1],[4],2,4,22
0.0,0.2916666666666667,0.25,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.2916666666666667,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.21428571428571427,0.0,0.35714285714285715,0.0,0.0,0.0,0.4117647058823529,0.29411764705882354,0.0,0.0,0.0,0.29411764705882354,0.0,[4],[4],2,1,22
0.0,0.2777777777777778,0.2222222222222222,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.23076923076923078,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,[1],[3],2,1,21
0.0,0.1111111111111111,0.2,0.0,0.0,0.2,0.2,0.13333333333333333,0.0,0.15555555555555556,0.0,0.061224489795918366,0.1836734693877551,0.10204081632653061,0.0,0.16326530612244897,0.1836734693877551,0.16326530612244897,0.0,0.14285714285714285,0.0,0.12244897959183673,0.0,0.16326530612244897,0.10204081632653061,0.14285714285714285,0.16326530612244897,0.0,0.12244897959183673,0.1836734693877551,[2],[3],2,6,19
0.1509433962264151,0.1320754716981132,0.16981132075471697,0.09433962264150944,0.0,0.16981132075471697,0.0,0.0,0.11320754716981132,0.16981132075471697,0.0,0.15555555555555556,0.17777777777777778,0.0,0.13333333333333333,0.1111111111111111,0.13333333333333333,0.17777777777777778,0.0,0.1111111111111111,0.32142857142857145,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.21428571428571427,0.25,[1],[3],1,1,20
0.0,0.625,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[4],[3],1,1,21
0.10144927536231885,0.10144927536231885,0.13043478260869565,0.11594202898550725,0.0,0.13043478260869565,0.07246376811594203,0.13043478260869565,0.13043478260869565,0.08695652173913043,0.0,0.1111111111111111,0.18518518518518517,0.0,0.07407407407407407,0.16666666666666666,0.12962962962962962,0.16666666666666666,0.07407407407407407,0.09259259259259259,0.18421052631578946,0.0,0.18421052631578946,0.23684210526315788,0.0,0.18421052631578946,0.0,0.0,0.21052631578947367,0.0,[4],"[3, 4]",2,1,21
0.1323529411764706,0.1323529411764706,0.10294117647058823,0.07352941176470588,0.0,0.11764705882352941,0.11764705882352941,0.14705882352941177,0.11764705882352941,0.058823529411764705,0.11320754716981132,0.1509433962264151,0.09433962264150944,0.03773584905660377,0.0,0.1320754716981132,0.16981132075471697,0.18867924528301888,0.11320754716981132,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,[1],[3],2,4,19
0.1282051282051282,0.2564102564102564,0.15384615384615385,0.07692307692307693,0.0,0.20512820512820512,0.15384615384615385,0.0,0.02564102564102564,0.0,0.0,0.25,0.1875,0.0,0.21875,0.1875,0.0,0.09375,0.0,0.0625,0.0,0.0,0.0,0.4444444444444444,0.2222222222222222,0.0,0.0,0.0,0.3333333333333333,0.0,[4],"[2, 3]",2,1,21
0.3,0.0,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.25806451612903225,0.0,0.0,0.25806451612903225,0.3225806451612903,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,"[1, 4]",[3],3,5,20
0.08,0.18,0.06,0.0,0.06,0.08,0.18,0.12,0.1,0.14,0.0,0.23333333333333334,0.2,0.0,0.0,0.1,0.0,0.16666666666666666,0.0,0.3,0.0,0.0,0.0,0.2413793103448276,0.13793103448275862,0.0,0.3103448275862069,0.0,0.3103448275862069,0.0,[4],[2],2,1,20
0.0,0.3333333333333333,0.16666666666666666,0.06666666666666667,0.0,0.2,0.0,0.13333333333333333,0.0,0.1,0.0,0.3333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.25,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.47058823529411764,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,"[3, 6]",[3],2,5,20
0.0,0.0,0.3125,0.0,0.0,0.0,0.21875,0.28125,0.0,0.1875,0.0,0.25,0.3333333333333333,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2],[3],2,1,19
